5|5
9.134420373019609 4.972524583544969 9.715169215747764 5.533116514886437 0.2133683418790322|0.2133683418790322 5.533116514886437 9.715169215747764 4.972524583544969 9.134420373019609
0.7536336230909635 7.292574934940395 6.212852029270329 7.688556360996922 5.7120831642778915|5.7120831642778915 7.688556360996922 6.212852029270329 7.292574934940395 0.7536336230909635
1.92401046329012 0.6326580037999741 8.837184842573057 4.470555826880521 4.130236890885776|4.130236890885776 4.470555826880521 8.837184842573057 0.6326580037999741 1.92401046329012
4.687044021326129 0.48298123795887493 0.059419357340231294 6.697583038169029 9.30081953277967|9.30081953277967 6.697583038169029 0.059419357340231294 0.48298123795887493 4.687044021326129
5.824543096724412 9.820372163439004 3.5952763294609156 0.30800040941046825 5.438733845509382|5.438733845509382 0.30800040941046825 3.5952763294609156 9.820372163439004 5.824543096724412
4.025982171527711 7.34110074961165 3.1380775276340565 1.6451847580037926 3.246210363157618|3.246210363157618 1.6451847580037926 3.1380775276340565 7.34110074961165 4.025982171527711
9.738162309402853 1.3470310664973573 5.561474554593807 5.088001522921392 1.989825695822156|1.989825695822156 5.088001522921392 5.561474554593807 1.3470310664973573 9.738162309402853
3.4595614917224307 1.6750119063981306 3.3740859884556706 7.905068810327213 0.22367288998006551|0.22367288998006551 7.905068810327213 3.3740859884556706 1.6750119063981306 3.4595614917224307
1.2659217439532255 3.9393003703021376 2.861527298716294 5.200013194083759 0.919754632930514|0.919754632930514 5.200013194083759 2.861527298716294 3.9393003703021376 1.2659217439532255
9.76018960494225 9.276560224596214 3.2158727258977104 3.2219990108408556 6.517607691965415|6.517607691965415 3.2219990108408556 3.2158727258977104 9.276560224596214 9.76018960494225
0.6674973804533346 0.7883769381651851 7.793119267828938 6.08021283532655 8.549004131652415|8.549004131652415 6.08021283532655 7.793119267828938 0.7883769381651851 0.6674973804533346
5.4948470355228665 5.461215296431704 1.3358751939343982 8.628828166099357 3.328839287057547|3.328839287057547 8.628828166099357 1.3358751939343982 5.461215296431704 5.4948470355228665
3.6312204437531284 6.562568776918162 1.5432314863239682 6.645380442213825 3.508753292849568|3.508753292849568 6.645380442213825 1.5432314863239682 6.562568776918162 3.6312204437531284
0.3288849580754061 9.412759279075155 0.2631648892765237 8.283845299598095 1.1186466755318192|1.1186466755318192 8.283845299598095 0.2631648892765237 9.412759279075155 0.3288849580754061
6.924255652262925 1.5853810180251982 5.892137183022866 3.1192397871176256 7.39256928717214|7.39256928717214 3.1192397871176256 5.892137183022866 1.5853810180251982 6.924255652262925
7.946181349035591 0.7925625226710931 9.594515640193293 1.2778538193139277 8.802400956633864|8.802400956633864 1.2778538193139277 9.594515640193293 0.7925625226710931 7.946181349035591
3.263040693793001 7.78970764033607 8.621379463313293 3.357586798770594 9.016438424739366|9.016438424739366 3.357586798770594 8.621379463313293 7.78970764033607 3.263040693793001
5.3366379403328725 3.035462553013976 0.3957519165595613 8.26502056125211 8.962092506812782|8.962092506812782 8.26502056125211 0.3957519165595613 3.035462553013976 5.3366379403328725
8.283539457093385 7.604212670739001 6.249204281254462 3.134796403037404 9.472563332561073|9.472563332561073 3.134796403037404 6.249204281254462 7.604212670739001 8.283539457093385
7.718528538424437 8.588785427667297 1.7411230500218733 4.573396241791789 8.618229151628448|8.618229151628448 4.573396241791789 1.7411230500218733 8.588785427667297 7.718528538424437
5.290944666726052 8.12904568541409 0.02943401337365814 8.204561445657369 1.670313097594096|1.670313097594096 8.204561445657369 0.02943401337365814 8.12904568541409 5.290944666726052
9.066033189218208 4.722833888657054 5.797142240857785 9.534797737229091 5.753956531879593|5.753956531879593 9.534797737229091 5.797142240857785 4.722833888657054 9.066033189218208
5.941776314921855 8.249639992350634 8.32154849081861 7.5854043404005465 6.019054625911587|6.019054625911587 7.5854043404005465 8.32154849081861 8.249639992350634 5.941776314921855
2.615089205812019 2.6640933320179028 1.8674156906596584 2.5560248971272315 0.40188204565992813|0.40188204565992813 2.5560248971272315 1.8674156906596584 2.6640933320179028 2.615089205812019
8.342181128557725 1.2197581099316823 3.515354011266607 0.9772325210536215 6.345974015308444|6.345974015308444 0.9772325210536215 3.515354011266607 1.2197581099316823 8.342181128557725
5.19947081763565 8.386280188887769 8.673068642080144 6.806427677901227 6.681914419924604|6.681914419924604 6.806427677901227 8.673068642080144 8.386280188887769 5.19947081763565
7.830560862870525 6.441253769671043 2.0143567134010465 4.83295992471078 1.4718910160688603|1.4718910160688603 4.83295992471078 2.0143567134010465 6.441253769671043 7.830560862870525
9.501630233215042 2.281408723541757 5.240309134495678 4.9720988549705165 1.4046276551491277|1.4046276551491277 4.9720988549705165 5.240309134495678 2.281408723541757 9.501630233215042
7.2188539020768205 6.338924732116218 4.799665193236525 6.9127160515481485 5.200528037804793|5.200528037804793 6.9127160515481485 4.799665193236525 6.338924732116218 7.2188539020768205
5.830446214622401 2.431763691487573 8.319278916500261 4.3639975828367605 5.588551535544356|5.588551535544356 4.3639975828367605 8.319278916500261 2.431763691487573 5.830446214622401
5.498454937704315 1.1996058298487022 0.5923103969086552 6.105016802346258 0.8891661491317338|0.8891661491317338 6.105016802346258 0.5923103969086552 1.1996058298487022 5.498454937704315
5.464425765514974 4.209742014402772 8.835785967460282 9.165369586501475 3.7420502837664626|3.7420502837664626 9.165369586501475 8.835785967460282 4.209742014402772 5.464425765514974
2.2786264756674623 5.837974553969065 6.1850086703011335 1.3983035073879668 6.791585979297946|6.791585979297946 1.3983035073879668 6.1850086703011335 5.837974553969065 2.2786264756674623
0.8308586857335698 7.407555517701922 7.799377213110192 2.8414318510567815 1.9150990070750862|1.9150990070750862 2.8414318510567815 7.799377213110192 7.407555517701922 0.8308586857335698
4.774208034747112 1.1072212249004243 8.528963740933579 2.9422235363573455 6.608620495543036|6.608620495543036 2.9422235363573455 8.528963740933579 1.1072212249004243 4.774208034747112
3.0196405185811512 4.664541392019959 6.421041934164625 2.4190590706913486 0.521953437434175|0.521953437434175 2.4190590706913486 6.421041934164625 4.664541392019959 3.0196405185811512
1.5527692841421514 4.1276602426933575 6.711265470352767 1.129511807119521 4.902853602369783|4.902853602369783 1.129511807119521 6.711265470352767 4.1276602426933575 1.5527692841421514
2.5063213904059567 1.603622099562213 1.0844341998019658 0.5664312694708773 1.0519392045586373|1.0519392045586373 0.5664312694708773 1.0844341998019658 1.603622099562213 2.5063213904059567
0.38524467737193424 2.1680588846337145 4.393916100132342 2.056976661055827 5.507180343642606|5.507180343642606 2.056976661055827 4.393916100132342 2.1680588846337145 0.38524467737193424
1.657335066984117 9.129481046112057 5.241112773980526 9.796476153301816 6.244716070661972|6.244716070661972 9.796476153301816 5.241112773980526 9.129481046112057 1.657335066984117
5.451629631476362 2.9361146403168883 3.7379513228708037 3.939438031745035 0.9393624533884337|0.9393624533884337 3.939438031745035 3.7379513228708037 2.9361146403168883 5.451629631476362
0.6141657409247936 9.505124762320396 8.94972233892523 3.82399578024872 7.1194441504914865|7.1194441504914865 3.82399578024872 8.94972233892523 9.505124762320396 0.6141657409247936
1.2812601254153855 5.354421489048348 5.472249276319623 3.830976026874576 6.778839842454246|6.778839842454246 3.830976026874576 5.472249276319623 5.354421489048348 1.2812601254153855
4.599115134769446 2.672523935918899 4.086210659186906 9.829590097948945 5.3979550326192784|5.3979550326192784 9.829590097948945 4.086210659186906 2.672523935918899 4.599115134769446
3.9242211403125293 7.601825914153246 7.651609705500356 7.343674066539297 7.384412205530841|7.384412205530841 7.343674066539297 7.651609705500356 7.601825914153246 3.9242211403125293
6.387113103009434 6.741062244582242 0.8842696612420264 3.2577008690779516 8.167449969958275|8.167449969958275 3.2577008690779516 0.8842696612420264 6.741062244582242 6.387113103009434
9.107340163748297 4.747459585699051 1.1827097752472093 2.3110661794127974 6.785914813022925|6.785914813022925 2.3110661794127974 1.1827097752472093 4.747459585699051 9.107340163748297
7.799762846412661 8.596067310339526 4.532126140038723 5.461964195494302 5.430495428648814|5.430495428648814 5.461964195494302 4.532126140038723 8.596067310339526 7.799762846412661
2.9298605137495115 5.548559716906461 4.962172343230988 1.7631177180980873 9.726778760107585|9.726778760107585 1.7631177180980873 4.962172343230988 5.548559716906461 2.9298605137495115
1.546699325318347 0.7103561427287708 9.138543072154068 6.897528472194772 7.839271999445941|7.839271999445941 6.897528472194772 9.138543072154068 0.7103561427287708 1.546699325318347
7.766787490564813 4.886393026660741 6.931688721455856 8.25402860590742 9.794360744862209|9.794360744862209 8.25402860590742 6.931688721455856 4.886393026660741 7.766787490564813
1.8783332154992516 5.223869207323947 6.816420408761807 2.319824112259502 5.15447577623773|5.15447577623773 2.319824112259502 6.816420408761807 5.223869207323947 1.8783332154992516
0.46923842026003526 9.545018882561848 5.019221819829783 2.3660831516827576 7.473344860200719|7.473344860200719 2.3660831516827576 5.019221819829783 9.545018882561848 0.46923842026003526
9.60338687728978 0.3857170660003517 3.1982563635926597 1.1880438971592888 5.9091029653887|5.9091029653887 1.1880438971592888 3.1982563635926597 0.3857170660003517 9.60338687728978
0.318961923979697 4.039374037673755 8.998564297555786 7.56012000950776 1.8970918134665726|1.8970918134665726 7.56012000950776 8.998564297555786 4.039374037673755 0.318961923979697
6.748526154253367 6.8847749259352735 5.131549248892956 3.6707199768065992 0.26159375724256306|0.26159375724256306 3.6707199768065992 5.131549248892956 6.8847749259352735 6.748526154253367
5.605940217146079 9.209397478127133 1.9891398180306619 9.671652975521175 9.348377817612638|9.348377817612638 9.671652975521175 1.9891398180306619 9.209397478127133 5.605940217146079
5.3042798592378855 0.8992863577872023 5.684244364677843 9.615627288811183 7.450715823639364|7.450715823639364 9.615627288811183 5.684244364677843 0.8992863577872023 5.3042798592378855
1.0857235438813562 8.476626533138136 3.9776616802639864 5.508134388433017 2.4615330301316485|2.4615330301316485 5.508134388433017 3.9776616802639864 8.476626533138136 1.0857235438813562
4.512508779208202 7.393999411464927 6.85372969596224 7.842240791997375 3.9316808698429853|3.9316808698429853 7.842240791997375 6.85372969596224 7.393999411464927 4.512508779208202
4.339824515552213 4.649284411046878 4.2154397246090785 8.933770572489994 1.2508982757829112|1.2508982757829112 8.933770572489994 4.2154397246090785 4.649284411046878 4.339824515552213
6.119439490480127 3.6572672463307434 9.564208105679429 8.073438916895746 4.86928564425696|4.86928564425696 8.073438916895746 9.564208105679429 3.6572672463307434 6.119439490480127
3.701459489867437 9.811864663714378 7.190920584861584 9.961002932128372 8.111350900451427|8.111350900451427 9.961002932128372 7.190920584861584 9.811864663714378 3.701459489867437
3.0435210750628485 9.83442541497006 4.924852034338842 5.27888112174331 8.712918815097094|8.712918815097094 5.27888112174331 4.924852034338842 9.83442541497006 3.0435210750628485
5.829148633581446 5.237781046491536 0.5553790591279995 3.7835737787112134 3.2111574543767105|3.2111574543767105 3.7835737787112134 0.5553790591279995 5.237781046491536 5.829148633581446
7.778067745702404 3.184583330557027 4.457028859288805 5.623013619474527 9.402408744726223|9.402408744726223 5.623013619474527 4.457028859288805 3.184583330557027 7.778067745702404
6.404167156328802 5.629158161665224 5.182954867789617 3.2534031723805024 5.0736147886601435|5.0736147886601435 3.2534031723805024 5.182954867789617 5.629158161665224 6.404167156328802
1.9641463940505144 1.2781535967133562 7.911418434871886 5.090522273194118 3.9245190436031208|3.9245190436031208 5.090522273194118 7.911418434871886 1.2781535967133562 1.9641463940505144
8.009281556156129 2.599352946570248 4.4432433901821655 3.4965556463795853 4.098547269642557|4.098547269642557 3.4965556463795853 4.4432433901821655 2.599352946570248 8.009281556156129
6.095673444459604 0.41708423073263945 7.086470825162078 3.7284054452208073 6.372241092189298|6.372241092189298 3.7284054452208073 7.086470825162078 0.41708423073263945 6.095673444459604
6.300567420285915 1.1229827489690625 8.335270890919318 6.7478425172095715 5.877488109296985|5.877488109296985 6.7478425172095715 8.335270890919318 1.1229827489690625 6.300567420285915
6.519849878687534 2.7764532362047847 7.5336531907304085 7.386654143110517 5.9719145226108985|5.9719145226108985 7.386654143110517 7.5336531907304085 2.7764532362047847 6.519849878687534
3.0807785015670963 5.713779976523343 2.41971943887307 6.977803659751016 2.772361131264848|2.772361131264848 6.977803659751016 2.41971943887307 5.713779976523343 3.0807785015670963
2.0223705543308865 9.830899465220227 5.955157811387376 6.589158210245667 7.205266493949809|7.205266493949809 6.589158210245667 5.955157811387376 9.830899465220227 2.0223705543308865
0.5842265667253732 8.298615237734356 5.725994637525512 3.8639695236410465 3.717844950720768|3.717844950720768 3.8639695236410465 5.725994637525512 8.298615237734356 0.5842265667253732
5.199481866494359 8.41209461065918 0.46075325723364813 1.5005305879693631 3.7701577464325284|3.7701577464325284 1.5005305879693631 0.46075325723364813 8.41209461065918 5.199481866494359
3.39271156204918 8.40848263991369 2.4560877211509724 4.581868117293326 1.6086806991544134|1.6086806991544134 4.581868117293326 2.4560877211509724 8.40848263991369 3.39271156204918
7.92646191232641 1.5345214034085874 5.6928525629709545 9.636813667070605 3.539237995307287|3.539237995307287 9.636813667070605 5.6928525629709545 1.5345214034085874 7.92646191232641
4.789997189128119 1.1817998548220865 2.7611077274041316 8.513064355562165 5.88013393159411|5.88013393159411 8.513064355562165 2.7611077274041316 1.1817998548220865 4.789997189128119
0.48903649164551033 1.8749760541649907 4.90682896598408 5.283014596620294 4.921510058304888|4.921510058304888 5.283014596620294 4.90682896598408 1.8749760541649907 0.48903649164551033
